OrderId,OrderDate,UserId,TotalCharges,CommonId,PupId,PickupDate
513,5/1/09,9840, $30.23 ,97DYP,5,5/1/09
507,4/30/09,10855, $136.80 ,QVG7P,5,5/1/09
509,4/30/09,10858, $20.82 ,ZG9BW,5,5/1/09
508,4/30/09,10859, $44.81 ,QCXQ6,5,5/1/09
539,5/7/09,10859, $61.30 ,7NKRD,5,5/8/09
516,5/1/09,10876, $40.85 ,6D6YB,5,5/1/09
992,7/31/09,10876, $50.22 ,PWHWK,4,8/4/09
518,5/1/09,10901, $31.75 ,K2Y7H,5,5/1/09
547,5/8/09,10901, $19.15 ,KZ2X4,5,5/8/09
863,7/9/09,10938, $68.60 ,YX8WQ,5,7/10/09
524,5/4/09,12173, $55.56 ,2H2CG,3,5/5/09
530,5/6/09,13043, $23.39 ,%%530,3,5/7/09
599,5/19/09,13043, $44.76 ,2C2CY,3,5/19/09
669,6/2/09,13043, $30.57 ,QKA4T,3,6/2/09
886,7/13/09,13043, $31.27 ,F3P9V,3,7/14/09
1907,12/1/09,13043, $26.74 ,6H86Z,3,12/1/09
3216,3/8/10,13043, $43.34 ,LY7HU,3,3/9/10
535,5/7/09,13202, $28.90 ,%%535,3,5/7/09
558,5/8/09,13229, $20.79 ,XPH3M,5,5/9/09
537,5/7/09,13232, $9.85 ,%%537,5,5/8/09
543,5/7/09,13278, $15.14 ,NHGNA,5,5/8/09
648,5/27/09,13278, $27.65 ,BVDZU,5,5/29/09
822,7/2/09,13278, $15.06 ,Z8EWB,6,7/2/09
942,7/23/09,13278, $18.19 ,PYW9Y,5,7/24/09
974,7/29/09,13278, $21.30 ,FT4VY,6,7/30/09
1018,8/6/09,13278, $21.68 ,Z99WL,5,8/7/09
1490,10/22/09,13278, $9.18 ,U3XZT,5,10/23/09
2208,1/4/10,13278, $13.29 ,NK6RM,18,1/4/10
3180,3/5/10,13278, $21.01 ,RJ9KH,5,3/5/10
540,5/7/09,13284, $39.88 ,TPJCA,5,5/8/09
579,5/14/09,13284, $48.72 ,ML8CS,5,5/15/09
682,6/4/09,13284, $63.87 ,7EK42,5,6/5/09
712,6/11/09,13284, $37.50 ,YCQPS,5,6/12/09
777,6/23/09,13284, $45.94 ,Y4QVP,5,6/26/09
652,5/28/09,13290, $11.29 ,LYFPW,5,5/29/09
551,5/8/09,13301, $25.23 ,AX64Q,5,5/8/09
621,5/22/09,13301, $26.87 ,PQJDX,5,5/22/09
787,6/26/09,13301, $33.25 ,H6GAM,5,6/26/09
935,7/23/09,13301, $23.66 ,RALFM,5,7/24/09
944,7/24/09,13301, $9.78 ,9W9YE,5,7/24/09
552,5/8/09,13304, $17.85 ,V5MEH,5,5/8/09
856,7/9/09,13304, $30.29 ,BQWFH,5,7/10/09
566,5/12/09,13341, $46.68 ,MSF2F,3,5/12/09
2124,12/22/09,13361, $86.25 ,K4T39,5,12/23/09
2260,1/7/10,13361, $38.91 ,S5EJD,5,1/8/10
2556,1/29/10,13361, $61.96 ,F9WEN,5,1/29/10
570,5/14/09,14027, $38.45 ,TJ7DV,5,5/15/09
925,7/21/09,14027, $38.81 ,YG7LN,5,7/24/09
1017,8/6/09,14027, $51.12 ,PVE32,5,8/7/09
1078,8/19/09,14027, $49.03 ,TSAVW,5,8/21/09
582,5/15/09,14056, $35.31 ,C3LBW,5,5/15/09
715,6/12/09,14056, $48.23 ,8ZLDC,5,6/12/09
574,5/14/09,14057, $8.09 ,AWTUA,5,5/15/09
587,5/15/09,14246, $53.28 ,UYESB,5,5/15/09
623,5/22/09,14246, $63.92 ,FLGGB,5,5/22/09
660,5/29/09,14246, $59.71 ,NUBN7,5,5/29/09
751,6/17/09,14246, $14.07 ,F5DVR,6,6/25/09
752,6/17/09,14246, $3.37 ,BJBEL,6,6/18/09
753,6/17/09,14246, $4.29 ,UKGHW,3,6/23/09
761,6/19/09,14246, $56.17 ,C9PJE,5,6/19/09
813,7/1/09,14246, $80.79 ,B4L26,6,7/2/09
859,7/9/09,14246, $64.38 ,PXQQQ,5,7/10/09
590,5/17/09,14600, $21.89 ,GBQ5M,3,5/19/09
609,5/20/09,14600, $72.72 ,Y768Y,3,5/21/09
638,5/26/09,14600, $72.72 ,7P23H,3,5/26/09
667,6/2/09,14600, $79.60 ,CJXSP,3,6/2/09
679,6/4/09,14600, $79.60 ,QHFZP,5,6/5/09
721,6/12/09,14600, $79.60 ,M8543,3,6/16/09
738,6/16/09,14600, $79.60 ,3WAJQ,6,6/18/09
765,6/19/09,14600, $79.60 ,MY36G,3,6/23/09
798,6/29/09,14600, $69.65 ,RS7CF,3,6/30/09
938,7/23/09,14600, $69.19 ,RJ6KG,3,7/23/09
591,5/18/09,14635, $93.36 ,2SMZ7,3,5/19/09
768,6/22/09,14635, $66.87 ,6NSDC,3,6/23/09
854,7/9/09,14635, $75.20 ,4VNHF,4,7/9/09
1161,9/1/09,14635, $83.31 ,HP3QP,3,9/1/09
1207,9/8/09,14635, $54.92 ,6L78S,3,9/8/09
1248,9/15/09,14635, $109.47 ,RP4S2,3,9/15/09
1281,9/22/09,14635, $68.64 ,TKHH6,3,9/22/09
1652,11/10/09,14635, $160.67 ,YRFKK,3,11/10/09
2995,2/23/10,14635, $30.76 ,WDKB3,3,2/23/10
593,5/18/09,14842, $40.59 ,BAG7J,3,5/19/09
1021,8/7/09,14887, $27.97 ,R3NLN,5,8/7/09
1146,8/28/09,14887, $67.58 ,HSK89,5,8/28/09
1228,9/11/09,14887, $58.78 ,L92JR,5,9/11/09
2267,1/8/10,14887, $42.60 ,GS86A,5,1/8/10
2349,1/14/10,14887, $30.32 ,BVQUE,5,1/15/10
595,5/19/09,14913, $53.43 ,BB9ZS,4,5/19/09
2561,1/29/10,14913, $22.01 ,Q8QCG,15,1/29/10
596,5/19/09,14924, $16.12 ,3BJ6W,4,5/21/09
627,5/22/09,15529, $55.68 ,XKZXM,5,5/22/09
773,6/23/09,15529, $70.71 ,VEPS2,3,6/23/09
999,8/3/09,15529, $121.63 ,EYPBX,3,8/4/09
608,5/20/09,15889, $65.63 ,76JQS,3,5/21/09
666,6/2/09,15893, $11.49 ,3QUS2,3,6/2/09
611,5/21/09,15914, $50.87 ,B32RF,5,5/22/09
827,7/2/09,15914, $45.36 ,FKGYG,6,7/2/09
3148,3/4/10,15914, $17.48 ,RYQQH,5,3/5/10
1338,9/30/09,15986, $17.88 ,AUJKC,7,10/1/09
618,5/21/09,15987, $7.32 ,S82WA,3,5/21/09
625,5/22/09,16173, $64.05 ,KBDHV,5,5/22/09
633,5/25/09,16314, $44.25 ,AMXQA,3,5/26/09
632,5/24/09,16614, $3.21 ,27QPF,4,5/26/09
634,5/25/09,17040, $29.12 ,SR8FD,3,5/26/09
640,5/27/09,17416, $44.00 ,XJ5SF,4,5/28/09
644,5/27/09,17533, $61.02 ,TD7RK,3,5/28/09
1979,12/7/09,17533, $74.26 ,5JZ92,3,12/8/09
655,5/29/09,17928, $25.96 ,F8LFS,5,5/29/09
1171,9/2/09,17928, $16.22 ,Y9SXG,5,9/4/09
1355,10/2/09,17928, $24.78 ,NGYD4,5,10/2/09
1499,10/23/09,17928, $39.36 ,SBEB2,5,10/23/09
1621,11/5/09,17928, $31.89 ,D9B3Y,5,11/6/09
1754,11/12/09,17928, $89.06 ,9BK8L,5,11/13/09
1936,12/3/09,17928, $64.00 ,PPVNU,5,12/4/09
2014,12/10/09,17928, $35.68 ,JSXKD,5,12/11/09
2083,12/17/09,17928, $14.09 ,NJ6C7,5,12/18/09
2354,1/14/10,17928, $88.33 ,BD6X6,5,1/15/10
2544,1/28/10,17928, $29.76 ,XYY8H,5,1/29/10
2798,2/11/10,17928, $106.47 ,2.87E+08,5,2/12/10
2913,2/18/10,17928, $94.07 ,RSWDN,5,2/19/10
3034,2/25/10,17928, $16.83 ,63ABV,5,2/26/10
899,7/15/09,18943, $8.01 ,6KRZA,4,7/16/09
1296,9/23/09,18943, $8.01 ,AQ4XA,4,9/24/09
1730,11/11/09,18943, $8.01 ,HTVE7,4,11/12/09
2073,12/16/09,18943, $8.01 ,J4T96,4,12/17/09
2353,1/14/10,18943, $8.01 ,K3GET,4,1/15/10
3019,2/24/10,18943, $8.01 ,R8YLE,4,2/25/10
671,6/3/09,19271, $81.34 ,TAZ5K,3,6/4/09
1104,8/24/09,19271, $51.75 ,XU62Q,3,8/25/09
674,6/3/09,19347, $47.82 ,KS6TK,4,6/4/09
2142,12/28/09,19347, $128.06 ,6FNDJ,5,12/30/09
2351,1/14/10,19347, $45.49 ,Y3JAN,5,1/15/10
2446,1/22/10,19347, $95.36 ,Z2UQK,5,1/22/10
2557,1/29/10,19347, $114.98 ,KZK6E,5,1/29/10
2800,2/11/10,19347, $112.53 ,VP9BH,5,2/12/10
2914,2/18/10,19347, $111.68 ,5UN4M,5,2/19/10
2917,2/19/10,19347, $5.63 ,PR3FM,5,2/19/10
675,6/3/09,19579, $41.72 ,F5HNQ,3,6/4/09
683,6/4/09,19768, $27.30 ,RTDUL,6,6/11/09
685,6/5/09,19891, $9.53 ,NMW4U,4,6/9/09
700,6/10/09,19892, $16.55 ,NPJVU,6,6/11/09
749,6/17/09,19892, $76.79 ,77RXG,6,6/18/09
781,6/25/09,19892, $14.86 ,RDBED,6,6/25/09
691,6/6/09,20515, $16.90 ,UF4LJ,3,6/9/09
692,6/8/09,20805, $38.96 ,S7ZFE,6,6/11/09
737,6/16/09,20805, $23.51 ,7J9L7,6,6/18/09
778,6/24/09,20805, $50.98 ,K974R,6,6/25/09
807,7/1/09,20805, $46.05 ,4NSXV,6,7/2/09
851,7/8/09,20805, $28.18 ,LUPJ8,6,7/9/09
902,7/15/09,20805, $47.21 ,L4U4A,6,7/16/09
996,8/3/09,20805, $66.13 ,8JU97,6,8/6/09
1123,8/25/09,20805, $44.39 ,SBNHX,6,8/27/09
1293,9/22/09,20805, $80.03 ,8DKCX,6,9/24/09
1294,9/22/09,20805, $66.58 ,BPTP4,6,9/24/09
1477,10/21/09,20805, $44.99 ,6RQUJ,6,10/22/09
1478,10/21/09,20805, $8.44 ,6UE7F,6,10/22/09
1900,11/30/09,20805, $68.22 ,XJVCF,6,12/3/09
2656,2/3/10,20805, $63.23 ,XBJZ2,6,2/4/10
3017,2/24/10,20805, $74.62 ,WL7XL,6,2/25/10
699,6/9/09,20994, $7.36 ,NEK7Y,5,6/12/09
701,6/10/09,21194, $27.29 ,S496Y,6,6/11/09
779,6/24/09,21194, $21.59 ,B258H,6,6/25/09
1064,8/17/09,21243, $56.77 ,2CVBN,6,8/20/09
3160,3/4/10,21243, $53.26 ,HDTXU,4,3/5/10
704,6/11/09,21254, $48.78 ,2YRJE,6,6/11/09
750,6/17/09,21254, $56.49 ,V4RMA,6,6/18/09
815,7/1/09,21254, $33.03 ,V95X7,6,7/2/09
724,6/15/09,21267, $21.38 ,LPK7A,3,6/16/09
800,6/29/09,21267, $22.39 ,UDCUH,3,6/30/09
837,7/6/09,21267, $9.63 ,JULYG,3,7/7/09
705,6/11/09,21275, $39.98 ,FZHFV,5,6/12/09
760,6/18/09,21275, $28.63 ,E7SC5,5,6/19/09
910,7/16/09,21275, $85.72 ,U2CFM,5,7/17/09
941,7/23/09,21275, $63.70 ,6YPSF,5,7/24/09
980,7/30/09,21275, $52.23 ,JPLPP,5,7/31/09
2663,2/4/10,21275, $115.81 ,7WW9L,5,2/5/10
711,6/11/09,21385, $63.73 ,8V4JC,5,6/12/09
847,7/8/09,21385, $67.03 ,3VV7K,6,7/9/09
983,7/30/09,21385, $69.53 ,YDEXU,5,7/31/09
2214,1/4/10,21718, $18.27 ,LM4CP,11,1/6/10
2241,1/6/10,21718, $9.18 ,6237V,11,1/6/10
2375,1/17/10,21718, $21.63 ,7KGCD,18,1/18/10
2592,1/31/10,21718, $80.16 ,BVYC8,18,2/1/10
722,6/12/09,21750, $6.09 ,CK3PD,6,6/18/09
723,6/14/09,21943, $41.65 ,82FHK,4,6/18/09
727,6/15/09,22186, $18.03 ,MVZUX,3,6/16/09
920,7/20/09,22186, $23.92 ,393HK,3,7/21/09
1035,8/10/09,22186, $25.35 ,Y5LJ2,3,8/11/09
1199,9/7/09,22186, $31.36 ,BEZAN,3,9/8/09
1462,10/20/09,22186, $57.08 ,JP52Y,3,10/20/09
1644,11/10/09,22186, $25.63 ,WHB3Z,3,11/10/09
2320,1/12/10,22186, $45.09 ,2SEFT,3,1/12/10
2858,2/15/10,22186, $29.57 ,4VL72,3,2/16/10
3200,3/7/10,22186, $47.19 ,C4C9J,3,3/9/10
754,6/17/09,22418, $34.78 ,ZZQTX,6,6/18/09
816,7/2/09,22446, $87.78 ,WWECL,6,7/2/09
1380,10/8/09,22446, $113.00 ,JT7PQ,6,10/8/09
740,6/17/09,22494, $89.87 ,6QNUJ,6,6/18/09
907,7/16/09,22494, $21.00 ,VH48L,6,7/16/09
1611,11/5/09,22494, $22.76 ,MSH6N,6,11/5/09
742,6/17/09,22682, $38.36 ,5LYVE,6,6/18/09
743,6/17/09,22684, $7.05 ,3LPAQ,5,6/19/09
909,7/16/09,22684, $17.46 ,C2YN6,5,7/17/09
961,7/28/09,22684, $37.32 ,BNKN8,5,7/31/09
962,7/28/09,22684, $5.12 ,AMMRR,5,7/31/09
963,7/28/09,22684, $5.12 ,L9NKV,5,7/31/09
1053,8/13/09,22684, $33.37 ,X9CU8,5,8/14/09
1140,8/27/09,22684, $25.48 ,Z68WX,5,8/28/09
1623,11/5/09,22684, $28.11 ,ZB8YG,5,11/6/09
745,6/17/09,22705, $30.90 ,XUZUC,6,6/18/09
782,6/25/09,22717, $18.73 ,82H3H,6,6/25/09
806,7/1/09,22717, $13.53 ,9C3MH,6,7/2/09
904,7/16/09,22717, $17.04 ,LPHK9,6,7/16/09
747,6/17/09,22722, $17.07 ,GZBEM,6,6/18/09
812,7/1/09,22722, $22.95 ,L2TXL,6,7/2/09
839,7/6/09,22722, $31.11 ,FB4CR,6,7/9/09
894,7/14/09,22722, $30.16 ,7QQ6M,6,7/23/09
950,7/26/09,22722, $20.28 ,ETNX9,6,7/30/09
952,7/27/09,22722, $24.86 ,FQDXZ,6,7/30/09
1007,8/4/09,22722, $20.98 ,B8F4N,6,8/6/09
1125,8/26/09,22722, $13.07 ,QD7RH,6,8/27/09
1275,9/20/09,22722, $16.76 ,7NP9P,6,9/24/09
1423,10/14/09,22722, $14.71 ,L3M3N,6,10/15/09
2895,2/17/10,22722, $36.84 ,CPN6F,6,2/18/10
3139,3/3/10,22722, $22.06 ,AESXE,6,3/4/10
756,6/18/09,22745, $198.90 ,T62MX,6,6/18/09
819,7/2/09,22745, $129.56 ,3F2ZV,6,7/2/09
905,7/16/09,22745, $89.29 ,SWNCG,6,7/16/09
1176,9/3/09,22745, $247.91 ,JKJ4F,6,9/3/09
1219,9/10/09,22745, $122.64 ,5C7AR,6,9/10/09
1257,9/17/09,22745, $94.80 ,34HJL,6,9/17/09
1435,10/16/09,22745, $126.41 ,A3792,5,10/16/09
2666,2/4/10,22745, $127.15 ,W44WX,6,2/4/10
755,6/17/09,22761, $38.50 ,WYUYA,6,6/18/09
1012,8/5/09,22761, $40.70 ,CH8Q5,6,8/6/09
766,6/21/09,23323, $41.27 ,3745Z,5,6/26/09
795,6/28/09,23323, $55.08 ,VFBKK,3,6/30/09
861,7/9/09,23323, $55.42 ,ZRTRE,5,7/10/09
1052,8/13/09,23323, $61.07 ,AC38N,5,8/14/09
1096,8/21/09,23323, $70.96 ,9KSNG,5,8/21/09
1145,8/27/09,23323, $174.33 ,A8UBL,5,8/28/09
1187,9/4/09,23323, $51.32 ,YCSE2,5,9/4/09
1225,9/11/09,23323, $76.32 ,QUZRP,5,9/11/09
1263,9/17/09,23323, $51.24 ,6PSCG,5,9/18/09
1383,10/8/09,23323, $70.20 ,NHJAN,5,10/9/09
1431,10/15/09,23323, $64.42 ,HZBP8,5,10/16/09
2008,12/10/09,23323, $133.83 ,4FAV8,5,12/11/09
2529,1/28/10,23323, $214.08 ,497C5,5,1/29/10
2649,2/3/10,23323, $143.27 ,K92CR,5,2/5/10
2797,2/11/10,23323, $129.39 ,4LCCV,5,2/12/10
3036,2/25/10,23323, $104.41 ,D75SW,5,2/26/10
3161,3/4/10,23323, $92.87 ,V7JTD,5,3/5/10
883,7/13/09,23334, $21.97 ,6B6SG,6,7/16/09
2031,12/13/09,23405, $72.89 ,5CQWV,18,12/14/09
2138,12/27/09,23405, $55.15 ,U6EP4,18,12/28/09
2175,12/30/09,23405, $57.93 ,2NUWM,18,1/4/10
784,6/25/09,26788, $45.22 ,PQXL6,6,6/25/09
823,7/2/09,26788, $12.57 ,8S7DL,6,7/2/09
934,7/23/09,26788, $33.40 ,37X5K,6,7/23/09
975,7/30/09,26788, $20.51 ,HLNCY,6,7/30/09
1133,8/27/09,26788, $16.80 ,GMXEH,6,8/27/09
1175,9/3/09,26788, $18.45 ,JX8Y6,6,9/3/09
1218,9/10/09,26788, $34.62 ,ZEH68,6,9/10/09
1254,9/17/09,26788, $30.75 ,WRJRP,6,9/17/09
1379,10/8/09,26788, $25.65 ,MQ5UA,6,10/8/09
1487,10/22/09,26788, $7.05 ,BEBJR,6,10/22/09
1552,10/29/09,26788, $22.06 ,KS4T7,6,10/29/09
1613,11/5/09,26788, $14.47 ,YHA3K,6,11/5/09
1800,11/17/09,26788, $23.72 ,E7ZSS,3,11/17/09
2866,2/16/10,26788, $41.25 ,ZNN7J,3,2/16/10
821,7/2/09,27169, $10.78 ,QA43G,6,7/2/09
1557,10/29/09,27169, $15.43 ,9UFVS,6,10/29/09
1748,11/12/09,27169, $14.25 ,U9PXR,6,11/12/09
887,7/13/09,27428, $54.12 ,63USC,3,7/14/09
985,7/31/09,27428, $29.61 ,PH4MH,5,7/31/09
1003,8/4/09,27428, $34.82 ,Y7D2G,3,8/4/09
2068,12/16/09,27428, $38.14 ,8F3J5,11,12/16/09
2173,12/30/09,27428, $17.24 ,YXMQK,9,12/30/09
2268,1/8/10,27428, $50.33 ,HGBKH,15,1/8/10
2321,1/12/10,27428, $29.66 ,CW872,3,1/12/10
2434,1/21/10,27428, $34.66 ,9TYJX,6,1/21/10
2594,2/1/10,27428, $54.18 ,XDHTJ,15,2/1/10
2687,2/4/10,27428, $20.97 ,M4J28,5,2/5/10
2783,2/11/10,27428, $86.49 ,P8ANR,6,2/11/10
2887,2/17/10,27428, $27.65 ,S5NEF,9,2/17/10
2990,2/23/10,27428, $38.92 ,FDPYL,3,2/23/10
3047,2/26/10,27428, $38.89 ,8LGTN,5,2/26/10
3176,3/5/10,27428, $14.35 ,XNPRG,5,3/5/10
3223,3/8/10,27428, $27.68 ,TC6D2,15,3/8/10
1082,8/19/09,27585, $21.56 ,8S4ZR,6,8/20/09
1127,8/26/09,27585, $21.04 ,6B5QY,6,8/27/09
872,7/10/09,28318, $117.55 ,E3AHQ,5,7/10/09
943,7/24/09,28318, $85.13 ,JTEWA,5,7/24/09
1023,8/7/09,28318, $137.41 ,KQFZK,5,8/7/09
1100,8/21/09,28318, $86.15 ,H2NMF,5,8/21/09
1216,9/9/09,28318, $96.23 ,HAQ4Q,6,9/10/09
2584,1/31/10,28511, $95.88 ,6D2TS,4,2/4/10
2650,2/3/10,28511, $52.09 ,VQYG2,4,2/4/10
805,6/30/09,29284, $14.05 ,7Q5Z5,6,7/9/09
824,7/2/09,29284, $8.48 ,SUTXH,6,7/2/09
1014,8/6/09,29284, $43.84 ,4LGZA,6,8/6/09
2622,2/2/10,29284, $91.47 ,XW82U,3,2/2/10
1136,8/27/09,29605, $31.09 ,DD7LJ,5,8/28/09
1443,10/16/09,29605, $2.76 ,7K35M,3,10/20/09
1511,10/23/09,29605, $4.29 ,RX98S,7,10/29/09
1512,10/24/09,29605, $2.92 ,753V5,3,10/27/09
1513,10/24/09,29605, $8.35 ,N38M3,7,10/29/09
1547,10/28/09,29605, $4.40 ,J274C,6,10/29/09
1549,10/28/09,29605, $43.85 ,FDUKH,7,11/3/09
1582,11/2/09,29605, $3.06 ,BL3YX,6,11/5/09
2178,12/30/09,29605, $8.50 ,4GGNM,7,12/31/09
2187,1/2/10,29605, $7.36 ,KXNH7,7,12/29/09
2483,1/25/10,29605, $14.68 ,TDAHL,4,1/26/10
2487,1/25/10,29605, $1.83 ,6YY22,3,1/26/10
2692,2/5/10,29605, $34.73 ,XHNEB,5,2/5/10
2693,2/5/10,29605, $15.35 ,K62PA,5,2/5/10
810,7/1/09,29816, $9.76 ,SBU46,6,7/2/09
811,7/1/09,29855, $23.72 ,6DCDP,6,7/2/09
814,7/1/09,29878, $20.44 ,F3XA4,6,7/9/09
817,7/2/09,30131, $23.32 ,BD4HR,6,7/2/09
976,7/30/09,30131, $17.68 ,UCL6L,6,7/30/09
1132,8/27/09,30131, $27.26 ,NBB92,6,8/27/09
1252,9/16/09,30131, $17.86 ,PBAT7,6,9/17/09
1301,9/24/09,30131, $19.50 ,7YB9V,6,9/24/09
1481,10/22/09,30131, $21.42 ,RP8SP,6,10/22/09
1837,11/20/09,30131, $21.28 ,ZD24S,5,11/20/09
1999,12/9/09,30131, $33.29 ,BFM4Q,6,12/10/09
3023,2/25/10,30131, $39.58 ,KT4X5,6,2/25/10
3146,3/4/10,30131, $28.81 ,2K9UU,6,3/4/10
829,7/2/09,30222, $11.35 ,QCUDB,6,7/2/09
831,7/2/09,30225, $4.96 ,GV8E8,6,7/2/09
833,7/3/09,30554, $38.99 ,UC3VD,5,7/10/09
988,7/31/09,30554, $29.48 ,TTDBD,5,7/31/09
1150,8/28/09,30554, $18.79 ,KEQVG,5,8/28/09
1829,11/19/09,30554, $65.64 ,7NJ73,5,11/20/09
1840,11/20/09,30554, $9.45 ,6UFS9,5,11/20/09
835,7/5/09,31492, $40.80 ,3GE6E,3,7/7/09
911,7/17/09,31492, $47.07 ,XF8KV,5,7/17/09
981,7/30/09,31492, $34.27 ,GGRJR,5,7/31/09
1047,8/12/09,31492, $51.85 ,XFJXL,6,8/13/09
1048,8/12/09,31492, $55.84 ,RMLG9,6,8/13/09
1220,9/10/09,31492, $45.98 ,9BQ82,6,9/10/09
834,7/5/09,31971, $10.08 ,ZW5PS,5,7/10/09
867,7/10/09,31971, $6.84 ,PRWAM,5,7/10/09
903,7/15/09,31971, $31.53 ,YD7VZ,5,7/17/09
969,7/29/09,31971, $27.50 ,HMUPT,5,7/31/09
1005,8/4/09,31971, $16.02 ,ED2RL,5,8/7/09
1054,8/13/09,31971, $20.60 ,3MZJK,5,8/14/09
1143,8/27/09,31971, $18.06 ,5692W,5,8/28/09
1415,10/13/09,31971, $29.96 ,3FGUJ,5,10/16/09
836,7/6/09,32014, $28.35 ,ZK8HC,4,7/7/09
849,7/8/09,33104, $35.31 ,8HM5V,6,7/9/09
897,7/14/09,33104, $18.29 ,P6M9X,6,7/16/09
901,7/15/09,33104, $7.00 ,YWJVY,6,7/16/09
3138,3/3/10,33104, $40.11 ,FMASM,6,3/4/10
852,7/9/09,33227, $12.55 ,9WTMG,4,7/9/09
855,7/9/09,33309, $96.53 ,CNA58,5,7/10/09
1474,10/21/09,33309, $105.40 ,G6TKY,5,10/23/09
1555,10/29/09,33309, $119.19 ,RKHL6,6,10/29/09
1831,11/19/09,33309, $100.62 ,N9M8L,7,11/19/09
2043,12/14/09,33309, $42.12 ,9S9ZE,18,12/14/09
857,7/9/09,33428, $16.82 ,7EBJK,5,7/10/09
1030,8/9/09,33428, $2.10 ,KU936,5,8/14/09
921,7/20/09,33434, $15.12 ,KG6KK,6,7/23/09
1008,8/5/09,33434, $2.94 ,CFSDW,6,8/6/09
858,7/9/09,33468, $57.03 ,94Z8B,5,7/10/09
862,7/9/09,33534, $108.06 ,8RQ5W,5,7/10/09
984,7/30/09,33534, $120.96 ,E3JGL,5,7/31/09
864,7/10/09,33561, $28.19 ,CDV7P,5,7/10/09
1647,11/10/09,33566, $154.78 ,585SR,4,11/10/09
1830,11/19/09,33566, $195.58 ,834FE,4,11/19/09
1875,11/24/09,33566, $124.29 ,7XAMA,4,12/1/09
2024,12/13/09,33566, $80.03 ,VUGT7,4,12/14/09
2332,1/13/10,33566, $212.09 ,CFLVX,4,1/13/10
865,7/10/09,33581, $60.99 ,FFGNA,5,7/10/09
2562,1/29/10,33581, $102.40 ,8KB9A,5,1/29/10
866,7/10/09,33590, $54.82 ,Q8WG5,5,7/10/09
906,7/16/09,33590, $43.36 ,89J2L,5,7/17/09
1094,8/21/09,33590, $56.36 ,KQKC5,5,8/21/09
1764,11/13/09,33590, $60.84 ,VTA6E,5,11/13/09
2551,1/29/10,33590, $46.18 ,FMR3D,5,1/29/10
868,7/10/09,33600, $22.63 ,9FEBK,5,7/10/09
945,7/24/09,33600, $43.99 ,KZ8TU,5,7/24/09
987,7/31/09,33600, $22.09 ,4YYYB,5,7/31/09
1056,8/13/09,33600, $24.54 ,5NKMG,5,8/14/09
1505,10/23/09,33600, $28.39 ,CSLGA,5,10/23/09
1620,11/5/09,33600, $40.26 ,G62UC,5,11/6/09
1761,11/13/09,33600, $18.83 ,Z9K7X,5,11/13/09
1870,11/23/09,33600, $52.12 ,UC9TP,4,11/25/09
2521,1/27/10,33600, $23.77 ,F7H4H,5,1/29/10
2681,2/4/10,33600, $62.28 ,6DSAW,5,2/5/10
2805,2/12/10,33600, $47.90 ,WWCTZ,5,2/12/10
2915,2/18/10,33600, $55.76 ,JCEGR,5,2/19/10
1562,10/29/09,33829, $95.32 ,SV622,5,10/30/09
3041,2/26/10,33829, $89.60 ,M82UY,5,2/26/10
876,7/12/09,34042, $70.33 ,DZBP5,5,7/17/09
1051,8/13/09,34042, $82.99 ,MR6N9,5,8/14/09
1098,8/21/09,34042, $61.90 ,MF6UH,5,8/21/09
1231,9/11/09,34042, $85.02 ,EVKF2,5,9/11/09
877,7/13/09,35051, $46.65 ,L2BZ5,3,7/14/09
923,7/20/09,35051, $50.49 ,78XVB,3,7/21/09
949,7/26/09,35051, $26.54 ,C5KJD,3,7/28/09
1039,8/11/09,35051, $29.67 ,GWB82,3,8/11/09
2119,12/22/09,35051, $61.19 ,DVKAM,3,12/22/09
2938,2/20/10,35051, $41.09 ,QYDM7,18,2/22/10
3075,2/28/10,35051, $44.24 ,K2F6L,18,3/1/10
3189,3/6/10,35051, $26.10 ,YWDES,18,3/8/10
875,7/12/09,35068, $11.46 ,PDETX,4,7/2/09
880,7/13/09,36090, $27.13 ,MRSWU,5,7/17/09
895,7/14/09,36090, $2.56 ,PQGB5,5,7/17/09
931,7/21/09,36090, $62.68 ,NRE6E,5,7/24/09
1011,8/5/09,36090, $48.23 ,DUD4T,5,8/7/09
882,7/13/09,36175, $12.88 ,ED63K,4,7/9/09
891,7/14/09,36350, $20.06 ,TJA6K,4,7/14/09
893,7/14/09,36360, $51.73 ,BXMTB,3,7/14/09
2502,1/26/10,36360, $49.62 ,87HT2,3,1/26/10
2503,1/26/10,36360, $11.74 ,Y7GVG,3,1/26/10
914,7/18/09,36662, $53.77 ,R6M9W,4,7/21/09
1087,8/20/09,36695, $35.04 ,282KY,5,8/21/09
1469,10/20/09,36695, $90.14 ,CJAZS,5,10/23/09
1612,11/5/09,36695, $53.59 ,SKNJH,5,11/6/09
1747,11/12/09,36695, $60.04 ,TSG6Y,5,11/13/09
919,7/20/09,37855, $66.15 ,VNMYM,4,7/21/09
1071,8/18/09,37855, $49.77 ,U93Z6,4,8/18/09
1110,8/25/09,37855, $63.21 ,4FB86,4,8/25/09
1162,9/1/09,37855, $50.10 ,82CY6,4,9/1/09
1208,9/8/09,37855, $52.26 ,6XG97,4,9/8/09
1290,9/22/09,37855, $28.84 ,FAKSN,4,9/22/09
1329,9/29/09,37855, $74.69 ,NJXX9,3,9/29/09
915,7/18/09,38520, $16.58 ,V57TV,3,7/21/09
