id,status_group
68811,functional
21336,functional
28578,non functional
70193,functional
61072,functional
23398,functional
25660,functional
61805,non functional
22613,non functional
11256,non functional
3119,non functional
62704,functional
29792,non functional
20173,functional
54135,non functional
23941,functional
9219,functional
11051,non functional
51023,functional
6730,functional
62812,non functional
70131,non functional
33961,functional
45034,non functional
33394,functional
20125,functional
62610,non functional
1715,functional needs repair
2704,non functional
25963,functional needs repair
13885,functional
35068,non functional
41467,non functional
38217,functional
30145,functional
69456,functional
44354,non functional
11607,functional needs repair
19160,functional
1526,functional
50716,non functional
236,functional
6807,functional
37526,non functional
36692,non functional
66520,functional
64011,functional
37268,functional
49805,functional
19857,functional needs repair
22854,functional
2630,functional
34198,functional
3831,functional needs repair
72622,non functional
6014,non functional
33103,functional
24473,functional
68834,functional
70363,non functional
73848,non functional
70619,functional
68020,functional
73424,functional
33528,non functional
2732,functional
46573,functional
55633,functional
46454,non functional
60747,non functional
34805,functional
49747,non functional
45486,non functional
1032,functional
52799,functional
10396,non functional
932,functional
9762,functional
71563,functional
5855,functional
68454,non functional
48645,non functional
63134,functional
20045,functional
39237,non functional
42253,non functional
58350,functional
17254,non functional
13549,non functional
55117,functional
73867,functional
43928,non functional
30924,functional
69748,non functional
20307,non functional
53320,functional
59908,non functional
66529,non functional
13903,non functional
37490,non functional
59223,functional
26919,non functional
50821,non functional
23493,non functional
13076,non functional
52976,functional
3519,functional
34644,non functional
39150,functional
6831,non functional
55481,functional
31778,functional
31538,non functional
10410,functional
7941,functional
68629,functional
21310,functional
39635,functional needs repair
847,functional
45413,non functional
51135,non functional
18374,non functional
27423,functional needs repair
38828,non functional
43311,functional needs repair
41846,functional
9320,non functional
22137,functional
44119,functional
55629,functional
42781,functional
49533,functional
9281,functional
14168,functional
65292,functional
16604,non functional
1326,non functional
28029,functional
23173,non functional
70579,functional
18599,functional
23666,non functional
67492,non functional
2294,functional
19320,functional
44409,functional
12202,functional
53816,functional
41624,functional
48562,non functional
56753,non functional
61172,non functional
66877,functional
42895,functional
73072,functional
31038,functional needs repair
16003,functional
28645,functional needs repair
50684,non functional
42019,non functional
11721,functional
29681,non functional
26688,functional
30655,functional
21943,functional
73273,functional
5269,functional
52582,non functional
7629,non functional
40377,functional
14058,non functional
29945,non functional
18926,functional
17429,non functional
3127,non functional
60794,functional
18468,non functional
69802,functional
63700,non functional
58104,functional
24831,functional
17656,functional
32124,non functional
49642,functional
11699,functional
58201,non functional
48849,non functional
29092,non functional
60461,non functional
11502,non functional
17243,non functional
26741,functional
29585,functional
57869,non functional
51074,non functional
54914,functional
52879,functional
2815,functional
33753,non functional
27839,functional
57039,functional
28247,non functional
69358,functional
62576,functional
21467,non functional
21576,non functional
70180,functional
25945,non functional
3486,functional
58782,functional
71826,non functional
22495,non functional
50750,functional
44037,functional
22030,functional needs repair
15257,functional
72274,functional
70228,functional
68096,non functional
58911,functional
52692,non functional
49330,functional needs repair
43312,non functional
55367,functional
53032,non functional
43270,functional
59215,non functional
8388,functional
61193,functional
3070,non functional
47876,functional
46269,non functional
13112,functional
52168,functional
11412,functional
35253,non functional
2994,functional
44727,functional
57447,functional
73423,non functional
62461,functional needs repair
18419,functional
41556,non functional
42463,functional
69492,functional
44686,functional
35434,functional
16315,non functional
37613,non functional
45843,non functional
17491,functional
32874,non functional
32181,functional
71425,non functional
31162,non functional
13561,functional
65374,non functional
61968,functional
74149,non functional
73047,non functional
27484,non functional
9947,functional needs repair
14346,functional
28272,functional needs repair
26114,functional
28356,functional
58415,functional
16726,non functional
40014,functional
38473,non functional
35695,functional
39139,functional
49798,non functional
36890,functional
62616,functional
58579,non functional
50073,functional
2771,non functional
59852,functional
13004,non functional
1849,non functional
25324,functional
769,functional
5086,functional
59095,non functional
10947,functional
68610,functional
24320,functional
65881,non functional
22637,functional
17686,functional
12317,functional
20741,functional
55142,non functional
17803,non functional
66424,functional
43262,functional
40875,functional
58000,functional
66083,functional
7025,non functional
14948,functional
39250,functional
36302,functional
18224,functional
11506,functional
73933,functional
36697,functional
14817,non functional
24007,functional
77,functional
55596,functional
52555,non functional
14520,non functional
32195,non functional
26123,functional
14594,non functional
17519,functional needs repair
39905,functional
71697,functional
33116,non functional
64704,functional needs repair
61363,functional
4788,non functional
23425,functional
52780,functional needs repair
68568,functional
33867,functional
14506,functional
15384,functional
16099,functional
18377,functional
47650,functional needs repair
68879,non functional
34490,non functional
14715,functional
58227,functional needs repair
24310,non functional
47639,non functional
66257,functional
15021,functional needs repair
19637,functional
65103,functional
49231,functional
46460,non functional
65257,functional
36263,functional
48114,functional
38168,functional
26210,functional
21629,functional needs repair
59985,non functional
4646,functional
65935,functional
16364,non functional
51725,non functional
19018,functional
48374,non functional
62251,functional
49446,non functional
41335,non functional
57369,non functional
30855,functional
37352,functional
49207,functional
59695,non functional
71454,functional
58332,functional
65324,non functional
10140,functional
18870,functional
38390,functional
12392,functional
16262,non functional
36188,functional
49845,functional
38319,non functional
64173,non functional
13533,functional needs repair
23687,non functional
15281,non functional
62168,functional needs repair
46253,non functional
65361,non functional
18321,non functional
73023,functional
37462,functional needs repair
42129,functional
50396,non functional
52747,non functional
68620,functional
68676,non functional
58054,functional
49405,functional
16962,non functional
55408,non functional
38633,functional
47349,non functional
8737,functional
66973,non functional
17925,functional
3985,non functional
5364,functional needs repair
8311,non functional
62226,non functional
52178,non functional
15210,functional needs repair
38911,functional needs repair
69386,functional
27453,non functional
3785,functional
62436,non functional
66442,functional
19334,functional
11689,functional
22680,functional
70567,functional
40758,functional
48051,non functional
31016,non functional
58478,functional
37674,non functional
51735,functional needs repair
39800,functional
16163,functional
66471,non functional
71138,functional
41489,non functional
41834,functional needs repair
68236,functional
63973,non functional
22493,functional
49505,functional needs repair
36660,non functional
40457,non functional
43061,non functional
43159,functional
45526,functional needs repair
32836,functional needs repair
4113,functional needs repair
68318,non functional
43007,functional needs repair
9663,functional
10227,non functional
8035,functional
38051,functional needs repair
8217,non functional
38426,functional
5665,functional
7522,functional
32429,functional
58682,non functional
26670,functional needs repair
41759,functional
51111,functional
26546,functional
57268,non functional
25056,non functional
48927,non functional
63058,functional
36999,non functional
35551,non functional
24642,functional
49419,non functional
42226,functional
63409,functional
18846,functional
1503,non functional
38980,functional
69521,non functional
23854,functional needs repair
65981,non functional
2721,non functional
3080,functional
32550,non functional
21594,functional
32495,functional
23160,non functional
72497,non functional
64280,non functional
37984,functional
68118,functional
41459,functional
38948,functional
7880,functional
22320,non functional
17586,functional
34966,non functional
701,non functional
5211,functional
25835,functional
14049,non functional
62,functional
65367,non functional
45755,functional
5873,non functional
47390,functional
526,functional needs repair
55441,non functional
37481,functional
67562,functional
15884,functional
12990,functional
69437,non functional
9724,functional
51353,functional
8416,functional
6570,non functional
74001,functional
27553,functional
8915,functional
39715,functional
27348,functional
68308,non functional
54265,non functional
16892,non functional
42972,non functional
30714,non functional
5486,functional
67120,functional
60860,functional
32830,functional
3267,functional
6862,functional
36621,non functional
61663,functional
30841,functional
14509,functional
67636,non functional
47263,functional
65415,functional
60454,functional
29861,functional
53821,non functional
54298,non functional
37616,non functional
11833,functional
68803,non functional
648,functional
22505,functional needs repair
48602,functional
59018,functional
60657,functional
1525,non functional
65439,functional
29485,functional
30587,non functional
52322,functional
30519,functional
16124,functional
3034,functional
3770,functional
5381,functional
54627,non functional
14254,non functional
57995,non functional
37981,functional
49032,functional
48397,non functional
15460,non functional
2728,functional needs repair
65736,functional
9828,functional
977,functional
16053,functional
74157,non functional
36304,non functional
24991,non functional
49172,non functional
30090,functional
39178,non functional
412,non functional
69628,functional
18068,functional
36094,non functional
16338,non functional
18077,non functional
29821,functional
19819,functional
56800,non functional
39933,functional
15350,functional
53959,non functional
66252,functional
37277,functional needs repair
15586,non functional
25300,non functional
66938,non functional
22932,functional
46224,functional
12923,functional
41282,non functional
45687,non functional
51408,functional
72789,functional
50093,functional needs repair
16817,functional
24605,non functional
51317,non functional
46746,functional
599,non functional
54345,functional
32066,functional
24943,non functional
351,functional
43519,non functional
19576,functional
51781,non functional
62316,functional
73716,non functional
27761,functional
23137,functional
15782,functional
16367,functional
3524,functional
41239,functional
71950,non functional
64819,non functional
38618,non functional
66453,functional
40371,non functional
5433,functional
23239,functional
40311,functional
12221,non functional
45025,functional needs repair
21269,functional
47051,functional
35494,functional
64212,functional needs repair
17206,functional needs repair
1317,functional
19433,functional
13082,non functional
25506,non functional
61473,functional
67875,non functional
68637,non functional
65954,functional needs repair
35220,functional
6127,functional
48990,non functional
26016,functional
53304,non functional
72613,functional
22767,non functional
15040,non functional
47610,functional
7746,functional needs repair
34538,functional
47515,functional
30447,functional
606,functional
12086,non functional
1513,non functional
44372,functional
59669,non functional
71071,functional
61980,functional
37951,functional
35810,functional
61850,non functional
37950,non functional
54736,functional
19964,functional
10633,non functional
64560,non functional
45395,functional
62648,functional
44024,functional needs repair
35904,functional
45555,non functional
33959,functional
73826,functional needs repair
37966,non functional
71731,functional
49483,functional
45673,functional
27257,non functional
51706,functional needs repair
15714,non functional
64411,functional
25540,functional
24146,non functional
60281,non functional
32735,non functional
73776,functional
47012,non functional
52503,non functional
53024,functional
11083,non functional
19739,functional needs repair
32958,non functional
8357,functional
46588,non functional
32414,functional
23324,non functional
31750,non functional
39484,functional
19535,functional
40098,non functional
49288,functional
3888,functional needs repair
50588,functional
36567,functional
1645,functional needs repair
56295,functional
19890,functional
67608,functional
33991,non functional
7855,functional
44843,functional
36731,non functional
36425,functional
41330,non functional
13066,non functional
66184,functional
61394,non functional
3023,non functional
50348,non functional
71888,functional
73824,non functional
15258,functional
28007,functional
47077,non functional
25413,functional
70221,non functional
49086,non functional
5493,non functional
36564,functional
26040,functional
17875,non functional
41248,non functional
50363,functional
42451,functional
55163,non functional
57729,functional
49543,functional
73736,non functional
51520,functional
19660,functional
47771,functional
38216,functional needs repair
2060,functional
18187,functional
58455,functional
18878,functional needs repair
51851,non functional
17241,non functional
23093,functional needs repair
39373,functional
59748,functional
72906,functional
3824,non functional
26334,functional
4106,functional
1550,non functional
62329,functional
32819,functional
73696,functional
62123,non functional
13808,functional
2595,functional
36288,non functional
32370,functional
21624,functional
35372,non functional
26004,functional needs repair
57129,functional
56124,functional
26091,functional
67283,functional
65792,functional
21242,functional
10364,functional
46993,functional
49373,non functional
49561,non functional
30906,functional
6871,functional needs repair
4233,non functional
63872,functional
38686,non functional
45858,non functional
58216,functional needs repair
37112,non functional
28870,functional
30739,functional
42528,functional
149,functional needs repair
54939,functional
36520,non functional
59288,non functional
27544,functional
46655,functional
72917,non functional
15693,functional
27765,non functional
38449,non functional
7201,non functional
30880,non functional
2238,non functional
64353,functional
16448,functional needs repair
37914,non functional
71724,non functional
12073,functional
11314,functional
61592,functional
6961,functional needs repair
20719,non functional
7708,non functional
4822,non functional
33527,functional
16425,functional
49684,functional
38219,functional
8745,functional
25244,non functional
17613,functional
18212,non functional
60533,functional
38524,functional
54795,functional
12452,non functional
51939,functional
72499,non functional
66147,functional
32797,functional
1797,functional
33980,functional
14981,non functional
73450,non functional
30047,non functional
28239,functional
16832,functional
47282,functional
21992,functional
55542,non functional
21537,functional
71640,functional
15939,functional
55722,functional
55123,non functional
10248,functional
67551,non functional
62349,functional
15995,non functional
20282,functional
57560,non functional
3525,non functional
20794,functional
43354,functional
67542,functional
41740,functional
62651,non functional
24936,functional
24840,functional
4260,functional
72470,non functional
43076,functional
66748,non functional
44281,non functional
56811,functional
51623,functional
58542,functional
17911,non functional
38792,functional
47759,functional
24474,functional
67826,non functional
14726,non functional
69340,non functional
60592,non functional
44675,functional
72068,functional
692,functional
14195,functional
33454,functional
61417,functional
71101,functional
25514,functional
68557,functional
8473,functional
2302,functional
37922,non functional
39532,non functional
14776,functional
23381,non functional
20582,functional needs repair
59764,functional
22387,non functional
50225,functional
53888,functional
37251,functional
59517,functional
41041,functional
52738,non functional
17456,functional
10113,functional
1916,non functional
72987,non functional
23886,non functional
477,non functional
505,functional
15289,functional
34227,non functional
59756,functional needs repair
42305,functional
48683,non functional
2598,non functional
38632,functional
49948,functional
29148,functional
16000,non functional
654,non functional
58671,non functional
11746,non functional
25319,functional
45268,non functional
6976,non functional
55957,non functional
21570,non functional
37284,functional
48253,non functional
23373,functional
59371,non functional
40385,functional needs repair
8382,functional
29051,functional
44733,non functional
36166,non functional
25310,functional needs repair
9341,non functional
57750,functional
28317,non functional
59720,non functional
36707,non functional
67857,non functional
22269,functional
48493,functional needs repair
66277,functional
26557,functional
24339,non functional
32655,functional
32313,functional
42854,functional
61869,functional needs repair
15968,non functional
46192,functional
69167,non functional
67321,non functional
23366,non functional
3609,non functional
41348,non functional
33495,functional
19622,functional
13396,functional needs repair
71301,functional
9562,functional needs repair
63292,non functional
2496,non functional
39398,non functional
27938,non functional
72634,functional
47375,functional
7636,functional
21464,non functional
19310,non functional
12097,functional
9700,functional needs repair
26826,non functional
42913,non functional
35965,functional
10910,non functional
10028,non functional
41810,functional
38222,functional
21226,functional
40508,functional needs repair
13528,non functional
70956,functional
58077,non functional
4950,non functional
2432,functional
11698,functional
13622,functional
65528,non functional
63895,non functional
12718,non functional
58645,non functional
55730,non functional
6504,functional
56657,non functional
24957,functional
58792,functional
28667,functional
21787,non functional
47809,functional
62149,functional
40713,functional
67266,non functional
44451,functional
65652,non functional
34290,non functional
22880,functional
8212,functional
66095,non functional
18194,non functional
81,non functional
6692,non functional
56989,non functional
54515,functional
18022,functional
38630,functional
42507,functional
45827,functional
64430,non functional
37905,functional
64298,non functional
46181,functional
48651,functional
25437,functional
12526,functional
44538,functional
73218,non functional
68581,functional
63808,functional
5523,non functional
71311,functional
13943,non functional
3998,non functional
22214,functional needs repair
29894,functional
18371,functional
9960,functional
50294,non functional
36135,functional
41777,functional
50297,non functional
59164,non functional
15581,functional
73085,non functional
59885,functional
68148,functional
63997,functional
49043,functional
38904,non functional
26539,non functional
51704,functional
58098,functional
64473,functional
23822,functional
52648,non functional
60291,non functional
22217,functional
49786,functional
37305,non functional
8965,functional
72600,functional
27218,functional
23870,functional
38626,functional
14229,functional
21043,functional
9705,functional
47682,non functional
73927,functional
13142,functional
16618,non functional
7335,functional
16665,functional
35840,functional
45841,functional
21878,functional
36754,functional
22713,non functional
65956,non functional
773,functional
51826,functional
6793,non functional
3835,functional
4012,functional
44467,functional
5466,non functional
47672,non functional
49092,functional
37023,functional needs repair
60056,functional
52321,functional
34389,non functional
9133,functional needs repair
25449,functional
72969,non functional
54841,non functional
9794,functional
43380,non functional
25899,functional
19008,functional
63358,functional
51697,non functional
17782,functional
36530,functional
55777,functional
14104,functional
27496,functional
72397,non functional
33841,functional
55118,functional
15361,non functional
7885,functional
32125,functional
54342,functional
42299,non functional
4888,non functional
26533,functional
2445,functional
54081,functional
4398,functional
72963,non functional
48816,functional
11410,functional
49309,non functional
8001,non functional
33909,functional
7260,functional needs repair
68754,non functional
26067,functional
21843,functional
50194,non functional
12084,functional
26791,functional
58021,non functional
50544,functional
71896,functional
16130,functional
63567,non functional
45449,functional
55017,functional needs repair
55399,non functional
23346,non functional
52778,functional
6404,functional
36529,non functional
37338,functional
35493,non functional
3514,functional
51018,functional
64267,functional
69342,functional
7021,non functional
8493,functional
37597,functional
18633,functional
40060,functional
17019,non functional
72404,non functional
24455,functional
37496,functional
58244,functional
34924,functional
41408,functional
38412,non functional
30531,functional
25883,non functional
19222,non functional
20938,non functional
17442,non functional
72726,functional
43724,functional
17557,functional
52772,functional
15042,functional
21528,functional needs repair
23418,functional
52095,non functional
54103,non functional
34260,functional
11947,non functional
37037,functional
35559,functional
68981,functional
9065,non functional
31519,functional needs repair
54898,functional
4830,functional
6586,functional
43447,functional
42534,functional
42979,non functional
44944,functional
59459,non functional
54049,functional
59936,functional
50244,non functional
61006,functional
34163,non functional
15780,functional
18282,non functional
70992,functional
14756,non functional
7889,functional
3187,functional
6390,functional
800,non functional
30503,functional
55685,functional
39267,functional
6105,functional
59362,functional
33667,non functional
69466,non functional
65446,non functional
47497,functional
3909,non functional
14911,functional
58437,functional
61539,non functional
43223,functional
41231,non functional
44760,non functional
53998,non functional
71744,non functional
57799,functional
42264,non functional
62835,functional
26613,functional needs repair
19178,non functional
52358,functional
41416,functional
55501,functional
70760,non functional
47281,functional
5810,functional
15686,non functional
44818,non functional
73193,non functional
43136,functional
39498,functional
46125,functional needs repair
36695,functional
48911,functional
27647,functional
7915,functional
5879,functional
53669,non functional
29961,functional needs repair
73395,functional
35776,functional needs repair
57985,non functional
48757,non functional
50027,functional
17103,functional
19130,non functional
47592,functional
14713,non functional
69369,functional needs repair
69909,non functional
7505,functional
11040,functional
26861,functional
73618,non functional
22919,functional needs repair
58789,non functional
54508,functional
5723,functional
68380,non functional
68893,functional
56448,non functional
35106,functional
13662,non functional
73700,functional
24899,functional
26628,functional
41274,non functional
15441,non functional
72530,functional needs repair
33328,functional
27864,non functional
6896,non functional
53581,non functional
21797,functional
26263,non functional
73639,functional
20528,functional
3241,non functional
48088,non functional
16881,functional needs repair
49800,functional
8938,non functional
1809,non functional
9489,non functional
17117,functional
72077,non functional
2549,functional
14566,functional
11793,functional
60053,non functional
60192,non functional
70115,non functional
69531,functional
42498,functional
3685,functional
55729,functional needs repair
10078,non functional
47606,functional needs repair
42220,non functional
20085,non functional
56679,functional
53121,functional
32961,functional needs repair
32933,functional
6203,non functional
69409,non functional
69593,non functional
53833,functional
72107,functional
52953,functional
53018,functional
12572,non functional
38609,functional
54989,non functional
70149,functional
20666,functional
70703,non functional
26947,non functional
4343,functional
40095,functional
64574,non functional
27227,functional
55577,non functional
42077,functional
16797,non functional
53122,functional
29702,functional
71912,functional
23726,functional
69383,functional
38101,functional
700,functional
22125,non functional
60467,functional needs repair
52781,functional
48068,functional
12795,functional
62024,non functional
69632,functional
14854,non functional
68405,non functional
33247,functional
30699,functional
55265,functional
60178,functional
22408,functional needs repair
38765,non functional
25383,functional
39266,functional
459,non functional
6137,non functional
53511,non functional
36027,non functional
58181,non functional
63890,functional
39238,non functional
48883,non functional
26288,functional
13497,functional needs repair
58289,non functional
15750,functional
41468,functional
8432,non functional
18413,functional
52217,functional
30566,functional needs repair
33,functional
72254,functional
12140,functional
25550,non functional
15858,functional
57903,functional
70588,non functional
59538,non functional
50567,non functional
10109,non functional
36948,functional
69575,functional
35170,non functional
41989,functional needs repair
24050,non functional
34030,functional
59074,non functional
38214,functional
30469,functional
53614,functional
21655,non functional
68699,non functional
42661,functional
38149,functional
20714,functional
27167,functional
46961,functional
45385,functional
27316,functional
5952,non functional
36392,non functional
34925,non functional
24801,non functional
21560,functional
56612,functional
72657,functional
44006,functional
14656,non functional
22519,non functional
41047,functional
57052,non functional
46895,functional
62152,non functional
42585,non functional
17437,functional
19484,functional
51153,functional
58912,functional
49774,functional
68485,functional
3020,functional
20665,non functional
38176,functional
51621,functional
72491,functional
31633,non functional
66925,functional
45546,functional
62530,functional
21176,non functional
62765,functional
32251,functional
37454,functional
49610,functional needs repair
18034,functional
24075,functional
34380,functional
13388,functional
63855,functional
22049,non functional
9574,functional
39639,non functional
66680,functional
43008,functional needs repair
20381,functional
22424,functional
71221,non functional
9706,functional
34154,functional
57163,functional
26484,functional
30027,non functional
32638,functional
14455,non functional
61031,functional
25078,functional
50248,non functional
52874,functional
57223,non functional
17191,non functional
45999,functional
66033,functional
5418,non functional
65576,functional
57780,functional
38569,functional
19852,non functional
26761,functional
60943,non functional
29524,functional
7641,functional
57091,functional
6227,non functional
65437,functional
31020,functional
38479,functional
64186,functional
1613,functional
5838,non functional
30821,non functional
44765,non functional
29428,functional needs repair
36845,functional
47707,non functional
69962,non functional
8674,functional
72412,functional
37003,functional
32371,functional
57757,non functional
65519,functional
15822,functional
33096,functional
15765,functional
28231,functional
55348,non functional
5006,non functional
72414,functional
54750,functional
40231,functional
2402,non functional
20010,non functional
57294,functional
52971,functional
11777,non functional
56197,functional
61888,non functional
65643,functional
46564,functional
66528,functional
42525,non functional
68740,non functional
37127,functional
60407,non functional
58157,non functional
64047,functional
64817,functional
33968,non functional
18364,functional
46150,functional
8548,non functional
10678,functional
3997,non functional
14408,non functional
57725,non functional
52872,non functional
28904,functional
24068,functional
58068,non functional
56804,functional needs repair
66022,non functional
53374,non functional
11469,non functional
35485,non functional
16754,non functional
22618,functional
52369,functional
27943,non functional
9640,non functional
42587,functional
32133,functional
32670,non functional
55331,functional needs repair
22667,non functional
27337,functional
46802,non functional
4328,functional
8168,non functional
73006,functional
61739,non functional
21586,non functional
70480,functional
68250,non functional
64179,functional
53734,functional
16398,functional
7668,functional needs repair
60736,functional
62218,non functional
73512,non functional
57907,functional
37027,functional
38860,functional needs repair
67188,functional
62082,functional
24735,functional
40301,non functional
40006,functional
71901,non functional
50355,non functional
26326,non functional
47301,functional
49380,functional
63753,functional
41524,non functional
43809,functional
15474,non functional
36733,functional
50455,non functional
20559,functional
13941,non functional
45871,functional
20027,non functional
14470,non functional
16204,functional
28595,non functional
59641,functional needs repair
40484,non functional
1447,functional
64239,functional
30440,non functional
13724,functional
18361,functional
32227,functional
20360,functional
23697,non functional
8327,functional
54805,functional
16759,functional
33625,functional
57547,non functional
12949,functional
30864,functional
15058,functional
64784,functional
18253,non functional
47131,functional needs repair
2812,functional
34209,functional
69650,functional
22689,functional
6619,functional
58385,non functional
20519,functional
53675,functional
15540,non functional
72163,non functional
70848,functional needs repair
4200,functional
5671,functional
46299,non functional
45672,functional
22265,functional
70310,functional needs repair
65152,non functional
54102,functional
60185,non functional
23554,functional
56152,non functional
32829,functional needs repair
58566,non functional
64662,non functional
41841,functional
63289,functional
35738,functional
71914,functional
43259,non functional
70449,functional
58918,functional
8667,non functional
1324,functional
26441,non functional
34150,non functional
9550,functional needs repair
51624,functional needs repair
53829,functional
52882,functional
32842,functional
17743,non functional
29492,functional
72038,non functional
61182,functional
17042,functional
39249,functional
23735,functional
4685,functional
6303,non functional
7107,non functional
9129,non functional
16289,non functional
8898,functional
53842,functional
23780,functional
10054,non functional
37631,non functional
19818,non functional
30577,non functional
14092,functional
50304,non functional
8029,functional
30450,functional
14450,functional
69513,non functional
30852,functional
69860,non functional
45557,functional
37682,functional
35091,functional
7496,non functional
47666,functional
73328,functional
6755,functional
69731,functional
45882,functional
52863,functional
10887,functional
32006,functional
34450,functional
73314,non functional
28018,non functional
45222,functional
44784,functional
65658,functional
67956,functional
64429,functional
72302,non functional
70233,non functional
65313,non functional
6556,non functional
5489,functional
66871,functional
31703,non functional
56066,functional
29630,non functional
6501,non functional
43094,functional
32382,non functional
42651,functional
31998,functional
2453,functional
46916,non functional
6626,functional
72406,functional
8053,non functional
2883,non functional
60684,non functional
11406,functional
4311,non functional
20196,functional
47561,functional needs repair
3708,non functional
14592,non functional
47288,non functional
61864,functional
53330,functional
34953,non functional
61392,functional
56662,functional
30395,functional needs repair
53086,functional
67140,non functional
67306,functional
52298,functional
66794,functional
56524,functional
55754,non functional
68486,functional
53248,non functional
71274,functional
63848,non functional
35416,functional
41289,non functional
53881,functional
28253,functional
4396,functional
56580,functional
59250,functional
48224,non functional
51212,functional
31405,functional
46047,non functional
45198,functional
52396,functional
2383,functional
18587,non functional
68168,non functional
17530,functional
62739,functional
4380,functional
44279,functional
40078,functional
16774,non functional
34803,functional needs repair
13829,functional needs repair
65134,functional
1731,functional
9475,non functional
5034,functional
42256,non functional
29531,non functional
56009,non functional
37210,functional
44907,functional
55817,non functional
31753,non functional
51196,non functional
50193,functional
54741,non functional
72665,functional
58947,non functional
29410,functional
9088,functional
49184,functional
56534,functional
57364,non functional
58582,functional
37681,non functional
19628,functional
72488,non functional
60447,functional
30834,non functional
54978,functional
40618,functional
52974,functional
70045,functional
71289,functional
64717,functional
28346,non functional
33284,functional
13059,functional
1387,functional
9709,non functional
43248,functional
24760,functional
29761,functional
29339,functional
10520,functional
33000,functional
9135,functional
60100,functional
7038,functional
38525,functional
28897,non functional
49425,functional
18186,functional
66202,functional
69855,functional needs repair
21095,non functional
37069,non functional
28017,functional
36548,non functional
6627,functional
49037,functional
59968,functional
6317,non functional
2998,functional
59579,non functional
64282,non functional
33134,non functional
30117,non functional
19227,functional
23839,non functional
9384,non functional
66337,non functional
53644,non functional
38459,non functional
14550,non functional
16012,non functional
22864,functional needs repair
43218,functional
4662,non functional
30049,functional
9307,non functional
71180,non functional
36988,functional
14463,non functional
8477,non functional
22546,functional
32641,non functional
18897,non functional
38754,non functional
509,non functional
40737,functional
12877,functional
62560,functional
44642,functional needs repair
18204,functional
2524,functional
73852,functional needs repair
41972,functional
65498,functional
43054,functional
60125,non functional
6738,functional needs repair
25845,non functional
49550,non functional
40363,non functional
21839,functional
58999,functional
9990,functional needs repair
57013,functional
17351,non functional
40557,functional
54692,non functional
44954,functional needs repair
30641,functional
5542,non functional
61288,functional
7970,non functional
70954,functional
56898,non functional
13182,functional needs repair
21091,functional
45567,non functional
68918,non functional
68171,non functional
23294,functional
71783,non functional
52771,non functional
51519,non functional
60412,non functional
38561,non functional
26779,functional
39095,non functional
25651,non functional
71790,functional
10134,functional
13466,non functional
59285,functional
14668,functional needs repair
50084,functional
51266,non functional
26144,functional
47722,functional
12421,functional
8843,functional
138,non functional
14754,non functional
26954,functional
12276,functional
47387,functional
52641,functional
34820,functional
56573,functional
13058,functional
73256,functional
16228,functional
6388,functional
18222,functional
4558,functional
53754,functional
53251,functional
2973,functional
7074,functional
58432,functional
21993,functional
41648,functional
8566,non functional
28174,functional
60669,non functional
39003,non functional
12196,functional
48727,non functional
42073,functional
50,functional
67473,non functional
51453,non functional
64397,functional
14302,non functional
38548,non functional
45880,functional
21541,functional
54718,functional
36036,functional
7918,functional
12920,non functional
40908,non functional
43036,non functional
47917,functional
60497,functional needs repair
25751,functional
22095,functional
1790,non functional
4368,functional
73829,functional
11371,non functional
43264,non functional
73362,functional
31895,non functional
68396,functional
67616,non functional
72661,non functional
15071,functional
54357,functional
39982,functional
66020,functional
26977,functional
42552,non functional
13728,functional
39707,non functional
36330,functional
22699,non functional
25042,functional
23265,functional
13746,non functional
64727,non functional
62430,functional
66272,functional
18946,functional
66674,non functional
54984,non functional
11861,functional
42501,functional
60640,functional
24736,functional
52142,functional needs repair
16227,non functional
53604,functional
1027,functional needs repair
11567,non functional
39971,functional
22151,non functional
50786,functional
7711,functional
29966,non functional
14396,functional
47655,non functional
66778,functional
64460,functional
27330,non functional
47889,functional
16722,functional
70728,functional needs repair
66937,non functional
5148,functional
14623,functional
38049,non functional
26726,functional
68199,functional
18767,non functional
35928,functional
53823,functional needs repair
53404,non functional
14291,functional
9224,functional needs repair
12906,functional
39935,functional
54110,functional
33015,non functional
7714,functional
22596,non functional
57654,non functional
34545,non functional
13318,functional
36704,non functional
25034,functional
65087,functional
17629,non functional
42688,functional
20059,non functional
63979,non functional
45290,non functional
49060,non functional
31615,non functional
17028,functional
14593,non functional
53826,non functional
29956,non functional
66714,non functional
56554,functional
34600,functional
58554,non functional
13431,functional
28914,non functional
72471,functional
38822,non functional
70808,non functional
57852,non functional
180,non functional
45541,functional
31235,functional
13697,functional
13365,non functional
41001,functional
16446,functional needs repair
30597,functional
40922,functional
40980,functional
62590,functional
55152,functional
56516,non functional
49787,non functional
6314,functional
30262,non functional
12964,non functional
57559,functional needs repair
9849,functional
4948,non functional
19000,functional
36563,non functional
19073,non functional
6825,functional
71929,functional
58364,non functional
15661,functional
63797,non functional
52895,non functional
42484,functional
52312,functional
16174,functional
64585,non functional
66303,functional
1829,functional
19962,non functional
9594,non functional
15955,functional
55395,functional
10152,non functional
37465,functional
44858,functional
36331,functional
66913,non functional
52218,functional
2908,non functional
60189,functional
58971,functional needs repair
44241,functional
50596,functional
27138,functional
53968,functional needs repair
32153,non functional
4774,functional
64997,non functional
45505,functional
37587,non functional
32151,non functional
2266,non functional
72015,non functional
