ID,Estimated_Insects_Count,Crop_Type,Soil_Type,Pesticide_Use_Category,Number_Doses_Week,Number_Weeks_Used,Number_Weeks_Quit,Season,Crop_Damage
F00076231,732,0,0,3,10,34,0,2,0
F00076232,731,0,0,3,10,36,0,3,0
F00076236,731,0,0,3,30,30,0,2,0
F00076239,731,0,0,3,40,28,0,2,0
F00076240,731,0,0,3,20,40,0,2,1
F00076241,731,0,0,3,40,30,0,2,1
F00076245,732,0,1,3,5,33,0,2,0
F00076246,732,0,1,3,25,32,0,1,0
F00076247,731,0,1,3,40,37,0,1,0
F00076249,731,0,1,3,25,38,0,2,2
F00076250,789,0,0,3,15,36,0,2,0
F00076251,789,0,0,3,30,33,0,1,0
F00076252,789,0,0,3,30,39,0,2,0
F00076253,789,0,0,3,50,34,0,1,0
F00076255,790,0,0,3,15,,0,1,1
F00076257,789,0,0,3,20,39,0,3,1
F00076258,790,0,0,3,40,37,0,1,1
F00076259,789,0,0,3,10,35,0,2,2
F00076260,790,0,1,3,5,25,0,2,0
F00076264,789,0,1,3,15,41,0,1,0
F00076265,789,0,1,3,20,8,0,2,0
F00076266,790,0,1,3,20,28,0,2,0
F00076268,789,0,1,3,25,38,0,2,0
F00076270,789,0,1,3,35,26,0,2,0
F00076273,790,0,1,3,50,40,0,2,0
F00076274,790,0,1,3,50,44,0,2,0
F00076277,789,0,1,3,25,42,0,2,1
F00076278,789,0,1,3,40,,0,1,1
F00076280,851,0,0,3,5,37,0,1,0
F00076282,851,0,0,3,20,,0,2,0
F00076283,850,0,0,3,20,25,0,2,0
F00076284,851,0,0,3,20,,0,3,0
F00076285,851,0,0,3,10,30,0,2,1
F00076286,851,0,0,3,15,20,0,2,1
F00076289,851,0,1,3,20,30,0,1,0
F00076290,851,0,1,3,20,34,0,3,0
F00076291,850,0,1,3,25,28,0,2,0
F00076292,851,0,1,3,25,35,0,3,0
F00076293,851,0,1,3,35,44,0,1,0
F00076295,850,0,1,3,50,,0,1,0
F00076296,851,0,1,3,40,35,0,2,1
F00076298,851,0,1,3,30,42,0,1,2
F00076299,851,0,1,3,60,34,0,3,2
F00076303,915,0,0,3,15,18,0,2,0
F00076304,915,0,0,3,15,32,0,2,0
F00076308,915,0,0,3,35,28,0,3,0
F00076309,915,0,0,3,35,,0,1,0
F00076311,915,0,0,3,20,36,0,2,1
F00076313,915,0,1,3,10,32,0,1,0
F00076315,915,0,1,3,20,33,0,3,0
F00076318,915,0,1,3,40,5,0,1,0
F00076319,916,0,1,3,50,25,0,1,0
F00076320,915,0,1,3,70,37,0,1,0
F00076322,915,0,1,3,10,30,0,1,1
F00076324,916,0,1,3,60,37,0,2,1
F00076325,915,0,1,3,60,33,0,1,2
F00076326,984,0,0,3,10,42,0,1,0
F00076327,984,0,0,3,10,46,0,2,0
F00076328,984,0,0,3,20,44,0,2,0
F00076331,984,0,0,3,40,36,0,1,1
F00076333,984,0,0,3,30,40,0,2,1
F00076334,984,0,0,3,35,43,0,2,1
F00076336,984,0,0,3,15,40,0,2,2
F00076337,984,0,1,3,15,28,0,1,0
F00076340,984,0,1,3,15,41,0,2,0
F00076343,984,0,1,3,30,44,0,1,0
F00076346,984,0,1,3,25,38,0,2,1
F00076347,984,0,1,3,30,38,0,2,1
F00076351,984,0,1,3,30,45,0,2,2
F00076353,984,0,1,3,50,40,0,3,2
F00076354,1056,0,0,3,5,28,0,2,0
F00076355,1056,0,0,3,15,33,0,1,0
F00076356,1056,0,0,3,25,24,0,2,0
F00076358,1056,0,0,3,50,39,0,2,0
F00076360,1056,0,0,3,10,24,0,1,1
F00076363,1056,0,0,3,35,39,0,1,1
F00076366,1056,0,0,3,20,43,0,3,2
F00076367,1056,0,1,3,5,22,0,1,0
F00076369,1056,0,1,3,20,34,0,1,0
F00076370,1056,0,1,3,20,48,0,2,0
F00076374,1056,0,1,3,20,36,0,2,1
F00076375,1056,0,1,3,10,40,0,2,1
F00076376,1132,0,0,3,10,28,0,2,0
F00076377,1132,0,0,3,10,36,0,1,0
F00076379,1132,0,0,3,20,30,0,2,0
F00076380,1132,0,0,3,25,36,0,1,0
F00076385,1132,0,0,3,40,,0,3,1
F00076387,1132,0,0,3,35,43,0,3,1
F00076388,1132,0,0,3,20,40,0,1,1
F00076391,1132,0,0,3,30,40,0,2,1
F00076394,1132,0,1,3,10,35,0,3,0
F00076395,1132,0,1,3,20,14,0,2,0
F00076396,1132,0,1,3,30,32,0,2,0
F00076397,1132,0,1,3,35,39,0,2,0
F00076399,1132,0,1,3,40,33,0,2,0
F00076402,1132,0,1,3,50,10,0,2,0
F00076403,1132,0,1,3,50,31,0,3,0
F00076407,1132,0,1,3,20,43,0,3,1
F00076408,1132,0,1,3,40,42,0,3,1
F00076410,1212,0,0,3,5,39,0,2,0
F00076411,1212,0,0,3,10,,0,2,0
F00076413,1212,0,0,3,25,40,0,2,0
F00076414,1212,0,0,3,35,38,0,1,0
F00076417,1212,0,0,3,60,30,0,3,1
F00076418,1212,0,0,3,10,41,0,2,1
F00076420,1212,0,1,3,5,,0,2,0
F00076422,1212,0,1,3,30,43,0,2,0
F00076423,1212,0,1,3,40,24,0,1,0
F00076426,1212,0,1,3,40,45,0,1,0
F00076428,1212,0,1,3,30,44,0,3,1
F00076430,1212,0,1,3,30,40,0,2,1
F00076431,1212,0,1,3,20,41,0,3,1
F00076432,1296,0,0,3,10,24,0,2,0
F00076434,1297,0,0,3,10,42,0,2,0
F00076436,1296,0,0,3,20,,0,2,0
F00076437,1296,0,0,3,20,46,0,2,0
F00076439,1297,0,0,3,20,45,0,2,1
F00076440,1297,0,0,3,20,49,0,2,1
F00076441,1296,0,0,3,35,41,0,2,1
F00076442,1297,0,0,3,50,44,0,2,2
F00076443,1296,0,1,3,10,48,0,2,0
F00076444,1297,0,1,3,20,48,0,2,1
F00076445,1297,0,1,3,20,45,0,1,1
F00076446,1296,0,1,3,20,42,0,3,1
F00076449,1385,0,0,3,5,35,0,2,0
F00076450,1385,0,0,3,5,52,0,3,0
F00076454,1385,0,0,3,30,42,0,2,0
F00076457,1385,0,0,3,20,51,0,2,1
F00076458,1385,0,0,3,40,38,0,1,1
F00076459,1385,0,0,3,25,43,0,2,1
F00076460,1385,0,0,3,40,40,0,1,2
F00076461,1385,0,0,3,20,45,0,2,2
F00076463,1385,0,1,3,5,50,0,2,0
F00076465,1385,0,1,3,40,40,0,2,1
F00076468,1478,0,0,3,20,50,0,1,0
F00076470,1478,0,0,3,30,39,0,1,0
F00076474,1478,0,0,3,20,47,0,1,1
F00076476,1478,0,0,3,40,44,0,2,1
F00076477,1478,0,0,3,30,48,0,2,2
F00076479,1478,0,1,3,10,43,0,1,0
F00076480,1478,0,1,3,10,49,0,2,0
F00076481,1478,0,1,3,15,15,0,2,0
F00076482,1478,0,1,3,20,50,0,2,0
F00076483,1478,0,1,3,30,24,0,2,0
F00076484,1478,0,1,3,45,36,0,3,0
F00076486,1478,0,1,3,30,45,0,1,2
F00076488,1478,0,1,3,20,42,0,2,2
F00076490,1478,0,1,3,60,46,0,1,2
F00076491,1478,0,1,3,20,44,0,3,2
F00076492,1576,0,0,3,5,42,0,1,0
F00076493,1576,0,0,3,20,25,0,1,0
F00076495,1576,0,0,3,35,34,0,2,0
F00076498,1576,0,0,3,30,47,0,2,1
F00076499,1576,0,0,3,40,48,0,1,1
F00076501,1575,0,0,3,20,37,0,1,1
F00076502,1576,0,0,3,20,,0,3,2
F00076503,1576,0,1,3,10,36,0,3,0
F00076506,1576,0,1,3,40,38,0,2,0
F00076508,1575,0,1,3,30,48,0,2,1
F00076510,1678,0,0,3,15,39,0,3,0
F00076511,1678,0,0,3,20,39,0,2,0
F00076512,1678,0,0,3,25,42,0,2,0
F00076513,1678,0,0,3,45,45,0,1,0
F00076517,1678,0,0,3,25,50,0,2,1
F00076518,1678,0,0,3,10,44,0,2,1
F00076519,1678,0,0,3,20,45,0,3,1
F00076520,1678,0,0,3,20,52,0,2,1
F00076522,1678,0,0,3,10,46,0,1,2
F00076523,1678,0,0,3,10,46,0,1,2
F00076524,1678,0,1,3,30,25,0,2,0
F00076526,1678,0,1,3,35,40,0,2,1
F00076530,1785,0,0,3,10,48,0,2,0
F00076534,1785,0,0,3,20,45,0,2,1
F00076535,1786,0,0,3,20,52,0,2,1
F00076538,1786,0,1,3,15,,0,1,0
F00076541,1785,0,1,3,25,44,0,2,0
F00076544,1786,0,1,3,30,51,0,2,1
F00076545,1785,0,1,3,40,55,0,1,1
F00076546,1898,0,0,3,20,44,0,2,1
F00076547,1898,0,0,3,10,50,0,1,1
F00076548,1898,0,0,3,20,52,0,2,1
F00076549,1898,0,0,3,40,52,0,1,1
F00076550,1898,0,0,3,20,20,0,2,2
F00076551,1898,0,0,3,40,51,0,2,2
F00076556,1898,0,1,3,20,35,0,2,0
F00076557,1898,0,1,3,20,56,0,2,0
F00076560,1898,0,1,3,30,52,0,3,2
F00076562,2015,0,0,3,15,47,0,1,0
F00076563,2016,0,0,3,30,46,0,1,0
F00076564,2016,0,0,3,35,46,0,2,0
F00076565,2016,0,0,3,40,49,0,1,0
F00076567,2016,0,0,3,60,51,0,1,1
F00076568,2016,0,0,3,40,57,0,1,1
F00076570,2016,0,0,3,20,46,0,2,2
F00076571,2015,0,0,3,30,43,0,1,2
F00076577,2016,0,1,3,40,,0,2,0
F00076579,2015,0,1,3,30,48,0,3,1
F00076580,2015,0,1,3,30,50,0,1,1
F00076581,2015,0,1,3,20,52,0,2,2
F00076583,2138,0,0,3,15,20,0,2,0
F00076584,2138,0,0,3,40,42,0,1,0
F00076587,2139,0,0,3,40,48,0,1,1
F00076588,2138,0,1,3,20,33,0,2,1
F00076589,2139,0,1,3,20,43,0,3,1
F00076593,2267,0,0,3,25,,0,1,0
F00076594,2267,0,0,3,40,58,0,2,0
F00076597,2267,0,0,3,20,52,0,2,2
F00076598,2267,0,0,3,40,50,0,3,2
F00076599,2267,0,1,3,20,,0,1,0
F00076603,2267,0,1,3,20,54,0,2,1
F00076606,2402,0,0,3,10,,0,1,0
F00076609,2401,0,0,3,50,53,0,3,0
F00076612,2402,0,0,3,15,50,0,2,1
F00076614,2402,0,0,3,30,53,0,2,1
F00076617,2401,0,0,3,5,55,0,2,2
F00076619,2401,0,1,3,40,,0,3,0
F00076620,2402,0,1,3,40,53,0,2,2
F00076622,2542,0,0,3,10,50,0,2,0
F00076623,2541,0,0,3,5,,0,1,1
F00076624,2541,0,0,3,20,56,0,2,1
F00076625,2542,0,0,3,40,50,0,2,1
F00076626,2542,0,0,3,20,56,0,2,2
F00076627,2542,0,1,3,15,52,0,2,0
F00076631,2542,0,1,3,30,55,0,2,0
F00076632,2541,0,1,3,40,34,0,2,0
F00076634,2541,0,1,3,15,56,0,3,1
F00076635,2541,0,1,3,20,60,0,2,1
F00076638,2688,0,0,3,10,40,0,2,0
F00076639,2688,0,0,3,20,,0,2,0
F00076640,2688,0,0,3,20,60,0,3,1
F00076642,2688,0,0,3,35,50,0,1,1
F00076643,2688,0,0,3,20,55,0,2,2
F00076644,2688,0,1,3,10,35,0,2,0
F00076645,2687,0,1,3,25,58,0,2,0
F00076648,2840,0,0,3,15,52,0,2,0
F00076650,2840,0,0,3,20,58,0,2,0
F00076651,2840,0,0,3,40,50,0,2,0
F00076652,2840,0,0,3,40,59,0,3,0
F00076653,2840,0,0,3,5,56,0,1,1
F00076655,2840,0,1,3,25,53,0,1,0
F00076657,2840,0,1,3,40,43,0,3,0
F00076660,2999,0,0,3,40,,0,1,0
F00076661,2999,0,0,3,50,66,0,2,0
F00076662,2999,0,0,3,15,56,0,1,1
F00076664,2999,0,0,3,10,50,0,1,1
F00076665,2999,0,0,3,10,57,0,3,1
F00076669,2999,0,1,3,10,50,0,1,1
F00076671,3164,0,0,3,40,40,0,2,1
F00076672,3164,0,0,3,25,60,0,3,1
F00076673,3164,0,0,3,30,,0,2,1
F00076677,3164,0,1,3,25,48,0,3,0
F00076679,3337,0,0,3,20,,0,1,0
F00076680,3336,0,0,3,20,57,0,1,0
F00076682,3336,0,0,3,40,48,0,1,0
F00076684,3336,0,0,3,10,50,0,1,1
F00076685,3336,0,1,3,5,54,0,3,0
F00076686,3337,0,1,3,20,64,0,2,0
F00076687,3516,0,0,3,20,59,0,3,0
F00076688,3516,0,1,3,5,40,0,2,0
F00076690,3515,0,1,3,30,56,0,2,2
F00076691,3702,0,0,3,25,62,0,1,0
F00076692,3702,0,0,3,10,60,0,1,1
F00076693,3702,0,0,3,15,50,0,3,1
F00076694,3702,0,1,3,5,65,0,1,0
F00076695,3702,0,1,3,10,63,0,1,0
F00076698,3702,0,1,3,5,28,0,2,1
F00076700,3896,0,0,3,5,32,0,1,1
F00076702,151,1,0,3,10,21,0,1,0
F00076703,150,1,0,3,30,11,0,2,0
F00076704,150,1,0,3,40,14,0,1,0
F00076705,151,1,1,3,5,9,0,1,0
F00076707,150,1,1,3,5,20,0,2,0
F00076709,150,1,1,3,20,17,0,3,0
F00076710,168,1,0,3,20,10,0,1,0
F00076711,168,1,0,3,25,10,0,1,0
F00076715,188,1,0,3,25,20,0,3,0
F00076717,188,1,1,3,20,25,0,1,0
F00076720,209,1,0,3,15,20,0,3,0
F00076726,232,1,0,3,10,24,0,1,0
F00076728,232,1,0,3,20,7,0,2,0
F00076730,232,1,0,3,30,28,0,1,0
F00076731,232,1,0,3,40,19,0,1,0
F00076734,232,1,1,3,30,22,0,1,0
F00076735,232,1,1,3,40,23,0,2,0
F00076737,256,1,0,3,10,27,0,3,0
F00076741,256,1,0,3,60,,0,3,0
F00076743,256,1,1,3,15,21,0,2,0
F00076744,257,1,1,3,35,20,0,1,0
F00076746,283,1,0,3,5,10,0,3,0
F00076747,283,1,0,3,15,22,0,2,0
F00076748,283,1,0,3,30,22,0,2,0
F00076752,283,1,1,3,20,27,0,1,0
F00076753,311,1,0,3,10,7,0,2,0
F00076755,312,1,0,3,15,20,0,2,0
F00076758,312,1,0,3,20,30,0,3,0
F00076760,312,1,0,3,30,30,0,1,0
F00076761,312,1,0,3,40,7,0,2,0
F00076763,312,1,1,3,5,14,0,3,0
F00076764,311,1,1,3,10,28,0,3,0
F00076765,312,1,1,3,15,13,0,2,0
F00076766,311,1,1,3,15,27,0,1,0
F00076767,311,1,1,3,20,11,0,3,0
F00076768,342,1,0,3,20,24,0,3,0
F00076771,342,1,0,3,35,25,0,2,0
F00076772,342,1,0,3,15,24,0,1,1
F00076773,342,1,1,3,25,21,0,3,0
F00076774,342,1,1,3,40,20,0,2,0
F00076775,342,1,1,3,40,,0,2,0
F00076777,375,1,0,3,5,12,0,1,0
F00076779,375,1,0,3,30,,0,1,0
F00076783,375,1,1,3,10,31,0,1,0
F00076784,375,1,1,3,20,14,0,1,0
F00076786,375,1,1,3,30,30,0,2,0
F00076788,410,1,0,3,5,18,0,2,0
F00076789,410,1,0,3,25,20,0,1,0
F00076791,410,1,1,3,15,16,0,1,0
F00076793,410,1,1,3,20,14,0,1,0
F00076794,410,1,1,3,25,33,0,2,0
F00076797,410,1,1,3,50,27,0,2,0
F00076798,411,1,1,3,20,24,0,2,1
F00076802,448,1,0,3,20,18,0,2,0
F00076803,448,1,0,3,25,28,0,2,0
F00076804,448,1,0,3,30,9,0,2,0
F00076805,448,1,0,3,50,28,0,2,0
F00076806,448,1,0,3,20,24,0,2,1
F00076807,448,1,1,3,5,,0,2,0
F00076808,448,1,1,3,35,17,0,2,0
F00076809,448,1,1,3,40,18,0,2,0
F00076812,488,1,0,3,5,,0,2,0
F00076815,488,1,0,3,20,,0,3,0
F00076819,488,1,1,3,5,28,0,2,0
F00076822,488,1,1,3,20,7,0,1,0
F00076824,489,1,1,3,30,7,0,2,0
F00076826,488,1,1,3,30,25,0,2,0
F00076828,488,1,1,3,60,33,0,2,1
F00076829,489,1,1,3,20,26,0,2,2
F00076830,531,1,0,3,10,16,0,2,0
F00076831,531,1,0,3,25,24,0,2,0
F00076832,531,1,0,3,20,31,0,3,1
F00076833,531,1,1,3,20,34,0,2,0
F00076834,531,1,1,3,30,11,0,2,0
F00076835,531,1,1,3,30,35,0,2,0
F00076837,531,1,1,3,40,19,0,3,0
F00076838,531,1,1,3,60,35,0,2,0
F00076840,577,1,0,3,10,5,0,3,0
F00076841,577,1,0,3,10,24,0,2,0
F00076842,577,1,0,3,10,25,0,1,0
F00076843,577,1,0,3,20,6,0,1,0
F00076844,577,1,0,3,20,19,0,2,0
F00076846,577,1,0,3,25,21,0,2,0
F00076847,577,1,0,3,30,21,0,2,0
F00076848,577,1,0,3,60,25,0,1,0
F00076849,577,1,0,3,60,33,0,2,0
F00076851,577,1,1,3,10,21,0,3,0
F00076857,577,1,1,3,30,30,0,1,1
F00076858,625,1,0,3,10,20,0,2,0
F00076860,625,1,0,3,15,5,0,2,0
F00076861,625,1,0,3,15,38,0,2,0
F00076863,625,1,0,3,25,23,0,3,0
F00076865,625,1,0,3,35,33,0,2,0
F00076866,625,1,0,3,10,,0,2,1
F00076868,626,1,0,3,20,,0,1,1
F00076869,625,1,0,3,20,32,0,3,2
F00076873,625,1,1,3,10,31,0,1,0
F00076876,625,1,1,3,40,8,0,3,0
F00076877,625,1,1,3,60,35,0,1,0
F00076878,625,1,1,3,20,33,0,3,1
F00076881,677,1,0,3,15,,0,3,0
F00076884,677,1,0,3,35,35,0,3,0
F00076885,677,1,0,3,20,35,0,2,1
F00076887,731,1,0,3,20,19,0,1,0
F00076889,731,1,0,3,60,40,0,1,0
F00076891,732,1,1,3,10,24,0,2,0
F00076894,732,1,1,3,15,33,0,2,0
F00076895,732,1,1,3,25,,0,2,0
F00076897,731,1,1,3,50,34,0,2,0
F00076898,731,1,1,3,40,35,0,3,1
F00076900,789,1,0,3,20,20,0,2,0
F00076902,789,1,0,3,25,26,0,1,0
F00076904,789,1,0,3,40,30,0,1,0
F00076905,789,1,0,3,50,23,0,1,0
F00076907,789,1,0,3,15,37,0,3,1
F00076911,789,1,1,3,5,20,0,2,0
F00076912,789,1,1,3,5,37,0,1,0
F00076914,789,1,1,3,20,37,0,2,0
F00076915,789,1,1,3,30,41,0,3,0
F00076917,789,1,1,3,60,38,0,2,0
F00076918,789,1,1,3,15,35,0,1,1
F00076919,851,1,0,3,15,24,0,1,0
F00076921,851,1,0,3,20,6,0,3,0
F00076923,851,1,0,3,20,44,0,1,0
F00076924,851,1,0,3,30,23,0,3,0
F00076927,850,1,0,3,30,29,0,2,1
F00076930,851,1,0,3,30,,0,1,2
F00076931,851,1,1,3,10,,0,2,0
F00076935,851,1,1,3,20,39,0,2,2
F00076936,916,1,0,3,10,36,0,2,0
F00076937,915,1,0,3,15,18,0,2,0
F00076938,915,1,0,3,20,,0,2,0
F00076939,916,1,0,3,40,38,0,2,2
F00076940,915,1,1,3,5,5,0,2,0
F00076941,915,1,1,3,5,34,0,2,0
F00076942,915,1,1,3,15,30,0,2,0
F00076944,916,1,1,3,20,9,0,2,0
F00076947,915,1,1,3,45,38,0,3,0
F00076948,984,1,0,3,5,,0,2,0
F00076951,984,1,0,3,10,36,0,1,0
F00076952,984,1,0,3,20,30,0,2,0
F00076955,984,1,0,3,35,27,0,1,0
F00076957,984,1,0,3,40,20,0,3,0
F00076962,984,1,1,3,10,25,0,2,0
F00076963,984,1,1,3,30,26,0,2,0
F00076965,984,1,1,3,30,29,0,1,0
F00076966,984,1,1,3,30,35,0,2,0
F00076967,984,1,1,3,35,40,0,1,0
F00076970,984,1,1,3,20,40,0,1,2
F00076971,1056,1,0,3,5,25,0,2,0
F00076972,1056,1,0,3,10,13,0,2,0
F00076973,1056,1,0,3,15,40,0,3,0
F00076978,1056,1,0,3,45,42,0,2,0
F00076980,1056,1,1,3,5,33,0,3,0
F00076981,1056,1,1,3,30,27,0,2,0
F00076984,1056,1,1,3,50,45,0,2,2
F00076985,1056,1,1,3,30,37,0,2,2
F00076987,1132,1,0,3,10,23,0,3,0
F00076991,1132,1,0,3,10,15,0,2,1
F00076993,1132,1,0,3,10,34,0,1,1
F00076994,1132,1,0,3,40,40,0,1,2
F00076995,1132,1,1,3,5,25,0,3,0
F00076996,1132,1,1,3,10,,0,2,0
F00076997,1132,1,1,3,20,,0,2,0
F00076998,1132,1,1,3,20,,0,2,0
F00076999,1132,1,1,3,25,39,0,1,0
F00077000,1132,1,1,3,30,20,0,2,0
F00077001,1132,1,1,3,40,33,0,2,0
F00077002,1132,1,1,3,50,39,0,2,0
F00077003,1132,1,1,3,10,38,0,2,1
F00077005,1212,1,0,3,10,19,0,1,0
F00077007,1212,1,0,3,15,,0,1,0
F00077009,1212,1,0,3,20,34,0,2,0
F00077012,1212,1,0,3,40,,0,2,0
F00077013,1212,1,0,3,60,,0,3,0
F00077015,1212,1,0,3,20,18,0,1,1
F00077016,1212,1,0,3,20,29,0,2,1
F00077019,1212,1,1,3,5,44,0,2,0
F00077020,1212,1,1,3,20,43,0,2,0
F00077023,1212,1,1,3,35,20,0,2,0
F00077029,1296,1,0,3,5,28,0,2,0
F00077030,1296,1,0,3,5,,0,1,0
F00077031,1296,1,0,3,10,25,0,2,0
F00077034,1296,1,0,3,10,42,0,2,1
F00077036,1296,1,0,3,20,33,0,2,1
F00077037,1296,1,1,3,15,,0,3,0
F00077038,1297,1,1,3,20,24,0,2,0
F00077040,1296,1,1,3,25,27,0,2,0
F00077041,1297,1,1,3,25,30,0,3,0
F00077043,1297,1,1,3,80,43,0,2,0
F00077044,1296,1,1,3,20,25,0,2,1
F00077045,1297,1,1,3,20,42,0,1,1
F00077047,1385,1,0,3,30,45,0,3,1
F00077048,1385,1,0,3,15,19,0,2,2
F00077050,1385,1,1,3,30,45,0,2,0
F00077052,1385,1,1,3,15,43,0,3,1
F00077060,1478,1,0,3,20,,0,2,1
F00077061,1478,1,0,3,15,39,0,2,1
F00077062,1478,1,0,3,20,50,0,3,2
F00077063,1478,1,1,3,10,39,0,2,0
F00077065,1478,1,1,3,15,43,0,1,0
F00077066,1478,1,1,3,20,,0,2,0
F00077070,1478,1,1,3,40,44,0,3,0
F00077071,1478,1,1,3,40,44,0,3,1
F00077073,1576,1,0,3,15,31,0,2,0
F00077074,1576,1,0,3,20,54,0,2,0
F00077075,1576,1,0,3,30,,0,3,0
F00077076,1576,1,0,3,30,38,0,3,0
F00077078,1576,1,0,3,40,49,0,2,0
F00077080,1575,1,0,3,40,47,0,1,1
F00077081,1576,1,0,3,20,,0,2,2
F00077085,1575,1,1,3,60,51,0,1,0
F00077087,1575,1,1,3,30,25,0,1,1
F00077088,1576,1,1,3,30,35,0,1,2
F00077090,1678,1,0,3,10,39,0,3,0
F00077092,1678,1,0,3,10,50,0,1,0
F00077093,1678,1,0,3,15,25,0,1,0
F00077095,1678,1,0,3,15,52,0,2,0
F00077096,1678,1,0,3,20,,0,2,0
F00077097,1678,1,0,3,20,51,0,2,0
F00077101,1678,1,0,3,30,49,0,1,1
F00077104,1678,1,0,3,15,15,0,2,1
F00077105,1678,1,0,3,20,45,0,1,1
F00077106,1678,1,1,3,10,39,0,2,0
F00077107,1678,1,1,3,20,20,0,1,0
F00077109,1678,1,1,3,25,39,0,2,0
F00077110,1678,1,1,3,30,47,0,2,0
F00077114,1785,1,0,3,5,43,0,1,0
F00077115,1785,1,0,3,10,17,0,3,0
F00077116,1785,1,0,3,15,34,0,1,0
F00077117,1785,1,0,3,20,38,0,2,0
F00077121,1785,1,1,3,5,,0,2,0
F00077123,1785,1,1,3,20,19,0,2,0
F00077126,1785,1,1,3,20,33,0,1,1
F00077127,1785,1,1,3,30,42,0,1,2
F00077129,1898,1,0,3,10,,0,1,0
F00077130,1898,1,0,3,20,45,0,2,0
F00077131,1898,1,0,3,20,49,0,2,1
F00077133,1898,1,0,3,20,48,0,3,1
F00077134,1898,1,1,3,5,50,0,2,0
F00077137,1898,1,1,3,40,40,0,2,0
F00077138,1898,1,1,3,15,36,0,1,1
F00077139,1898,1,1,3,15,45,0,2,1
F00077140,1898,1,1,3,20,50,0,2,1
F00077141,1898,1,1,3,10,46,0,1,1
F00077142,2016,1,0,3,5,20,0,2,0
F00077145,2015,1,0,3,20,50,0,2,0
F00077148,2016,1,0,3,30,51,0,2,0
F00077149,2016,1,1,3,5,51,0,3,0
F00077152,2139,1,0,3,20,47,0,2,0
F00077153,2138,1,0,3,30,56,0,2,0
F00077155,2138,1,0,3,10,23,0,1,1
F00077156,2138,1,0,3,20,56,0,2,1
F00077158,2138,1,1,3,10,27,0,2,0
F00077159,2138,1,1,3,10,34,0,1,0
F00077161,2139,1,1,3,20,30,0,2,0
F00077163,2139,1,1,3,40,,0,3,0
F00077165,2138,1,1,3,20,44,0,1,1
F00077166,2139,1,1,3,15,48,0,2,2
F00077167,2138,1,1,3,10,43,0,2,2
F00077168,2267,1,0,3,10,36,0,2,0
F00077169,2267,1,0,3,15,22,0,2,0
F00077170,2267,1,0,3,10,52,0,1,1
F00077171,2267,1,1,3,15,30,0,2,0
F00077172,2267,1,1,3,30,56,0,2,1
F00077174,2401,1,0,3,15,47,0,3,0
F00077177,2402,1,1,3,10,53,0,2,0
F00077179,2402,1,1,3,20,48,0,1,0
F00077180,2401,1,1,3,20,55,0,2,0
F00077181,2402,1,1,3,30,40,0,3,0
F00077183,2542,1,0,3,5,20,0,2,0
F00077184,2542,1,0,3,20,43,0,1,0
F00077185,2542,1,0,3,20,57,0,2,1
F00077186,2541,1,0,3,15,,0,1,1
F00077188,2542,1,1,3,10,56,0,3,0
F00077189,2541,1,1,3,15,20,0,2,0
F00077190,2542,1,1,3,15,49,0,1,0
F00077192,2688,1,0,3,10,22,0,2,0
F00077193,2688,1,0,3,15,54,0,2,0
F00077194,2688,1,0,3,20,24,0,3,0
F00077195,2688,1,0,3,20,43,0,1,0
F00077196,2687,1,0,3,20,44,0,2,0
F00077197,2688,1,0,3,30,50,0,1,0
F00077198,2688,1,0,3,50,50,0,1,0
F00077199,2688,1,1,3,15,51,0,2,0
F00077203,2688,1,1,3,35,44,0,2,0
F00077204,2687,1,1,3,40,48,0,3,0
F00077205,2688,1,1,3,60,47,0,3,0
F00077207,2688,1,1,3,15,58,0,1,1
F00077209,2840,1,0,3,5,30,0,3,0
F00077212,2840,1,0,3,10,35,0,2,1
F00077213,2840,1,1,3,5,,0,1,0
F00077214,2840,1,1,3,30,42,0,2,0
F00077215,2840,1,1,3,5,50,0,1,1
F00077216,2840,1,1,3,10,30,0,3,1
F00077217,2840,1,1,3,25,50,0,2,2
F00077218,2999,1,0,3,15,50,0,1,0
F00077220,2999,1,0,3,40,50,0,2,0
F00077221,2999,1,0,3,5,34,0,1,1
F00077222,2999,1,0,3,20,30,0,3,1
F00077224,2999,1,0,3,20,52,0,1,1
F00077225,2999,1,0,3,40,37,0,1,2
F00077228,2999,1,1,3,60,62,0,2,0
F00077229,3164,1,0,3,20,40,0,1,0
F00077230,3165,1,0,3,30,50,0,2,1
F00077231,3164,1,0,3,20,60,0,2,1
F00077232,3165,1,0,3,15,50,0,2,1
F00077234,3165,1,1,3,20,35,0,1,0
F00077235,3164,1,1,3,20,60,0,2,0
F00077238,3165,1,1,3,20,,0,2,2
F00077239,3337,1,0,3,5,35,0,1,0
F00077241,3337,1,0,3,40,56,0,1,1
F00077243,3337,1,1,3,10,55,0,2,0
F00077245,3516,1,0,3,5,,0,1,0
F00077247,3516,1,0,3,15,47,0,2,0
F00077248,3516,1,1,3,20,35,0,3,1
F00077249,3702,1,0,3,15,32,0,3,0
F00077250,3702,1,1,3,5,51,0,3,0
F00077251,3702,1,1,3,15,35,0,2,0
F00077253,3895,1,0,3,10,67,0,2,0
F00077254,3895,1,0,3,20,53,0,2,0
F00077256,3895,1,0,3,20,37,0,2,1
F00077257,3895,1,1,3,15,29,0,2,0
F00077258,4096,1,0,3,25,60,0,2,0
